,,,,,,"""@parameter""","""@parameterKey""","""sigdef""","""sigdef""","""sigdef""","""sigdef""","""@rangeLow""","""@rangeHigh""","""@deltaPercent""","""@EU""","""@isarchive""","""@isalarm""","""@alarmtype""","""@prio""","""@active""","""@inactive"""
CC_AND_1_qSlIRg_1,AND_16,30,IN3,I,Binary Input 3,,,,,,,,,,,,,,,,
CC_AND_1_qSlIRg_1,AND_16,40,IN4,I,Binary Input 4,,,,,,,,,,,,,,,,
CC_AND_1_qSlIRg_1,AND_16,50,IN5,I,Binary Input 5,,,,,,,,,,,,,,,,
CC_AND_1_qSlIRg_1,AND_16,60,IN6,I,Binary Input 6,,,,,,,,,,,,,,,,
CC_AND_1_qSlIRg_1,AND_16,70,IN7,I,Binary Input 7,,,,,,,,,,,,,,,,
CC_AND_1_qSlIRg_1,AND_16,80,IN8,I,Binary Input 8,,,,,,,,,,,,,,,,
CC_AND_1_qSlIRg_1,AND_16,90,IN9,I,Binary Input 9,,,,,,,,,,,,,,,,
CC_AND_1_qSlIRg_1,AND_16,100,IN10,I,Binary Input 10,,,,,,,,,,,,,,,,
CC_AND_1_qSlIRg_1,AND_16,110,IN11,I,Binary Input 11,,,,,,,,,,,,,,,,
CC_AND_1_qSlIRg_1,AND_16,120,IN12,I,Binary Input 12,,,,,,,,,,,,,,,,
CC_AND_1_qSlIRg_1,AND_16,130,IN13,I,Binary Input 13,,,,,,,,,,,,,,,,
CC_AND_1_qSlIRg_1,AND_16,140,IN14,I,Binary Input 14,,,,,,,,,,,,,,,,
CC_AND_1_qSlIRg_1,AND_16,150,IN15,I,Binary Input 15,,,,,,,,,,,,,,,,
CC_AND_1_qSlIRg_1,AND_16,160,IN16,I,Binary Input 16,,,,,,,,,,,,,,,,
CC_AND_1_qSlIRg_1,AND_16,170,OUT,O,Binary Output,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,10,IN1,I,Binary Input 1,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,20,IN2,I,Binary Input 2,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,30,IN3,I,Binary Input 3,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,40,IN4,I,Binary Input 4,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,50,IN5,I,Binary Input 5,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,60,IN6,I,Binary Input 6,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,70,IN7,I,Binary Input 7,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,80,IN8,I,Binary Input 8,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,90,IN9,I,Binary Input 9,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,100,IN10,I,Binary Input 10,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,110,IN11,I,Binary Input 11,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,120,IN12,I,Binary Input 12,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,130,IN13,I,Binary Input 13,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,140,IN14,I,Binary Input 14,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,150,IN15,I,Binary Input 15,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,160,IN16,I,Binary Input 16,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,170,IN17,I,Binary Input 17,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,180,IN18,I,Binary Input 18,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,190,IN19,I,Binary Input 19,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,200,IN20,I,Binary Input 20,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,210,IN21,I,Binary Input 21,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,220,IN22,I,Binary Input 22,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,230,IN23,I,Binary Input 23,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,240,IN24,I,Binary Input 24,,,,,,,,,,,,,,,,
CC_AND_2_gypIRg_1,AND_24,250,OUT,O,Binary Output,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,10,IN1,I,Binary Input 1,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,20,IN2,I,Binary Input 2,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,30,IN3,I,Binary Input 3,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,40,IN4,I,Binary Input 4,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,50,IN5,I,Binary Input 5,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,60,IN6,I,Binary Input 6,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,70,IN7,I,Binary Input 7,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,80,IN8,I,Binary Input 8,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,90,IN9,I,Binary Input 9,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,100,IN10,I,Binary Input 10,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,110,IN11,I,Binary Input 11,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,120,IN12,I,Binary Input 12,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,130,IN13,I,Binary Input 13,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,140,IN14,I,Binary Input 14,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,150,IN15,I,Binary Input 15,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,160,IN16,I,Binary Input 16,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,170,IN17,I,Binary Input 17,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,180,IN18,I,Binary Input 18,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,190,IN19,I,Binary Input 19,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,200,IN20,I,Binary Input 20,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,210,IN21,I,Binary Input 21,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,220,IN22,I,Binary Input 22,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,230,IN23,I,Binary Input 23,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,240,IN24,I,Binary Input 24,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,260,IN25,I,Binary Input 25,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,270,IN26,I,Binary Input 26,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,280,IN27,I,Binary Input 27,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,290,IN28,I,Binary Input 28,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,300,IN29,I,Binary Input 29,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,310,IN30,I,Binary Input 30,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,320,IN31,I,Binary Input 31,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,330,IN32,I,Binary Input 32,,,,,,,,,,,,,,,,
CC_AND_3_/SJIRg_1,AND_32,340,OUT,O,Binary Output,,,,,,,,,,,,,,,,
CC_ANTIV_eiRIRg_1,ANTIVAL,200,IN1,I,Binary Input 1,,,,,,,,,,,,,,,,
CC_ANTIV_eiRIRg_1,ANTIVAL,210,IN2,I,Binary Input 2,,,,,,,,,,,,,,,,
CC_ANTIV_eiRIRg_1,ANTIVAL,220,IN3,I,Binary Input 3,,,,,,,,,,,,,,,,
CC_ANTIV_eiRIRg_1,ANTIVAL,230,T_MON,I,Monitor Delay Time,,,,,,,,,,,,,,,,
CC_ANTIV_eiRIRg_1,ANTIVAL,240,BASE,I,Time Base,,,,,,,,,,,,,,,,
CC_ANTIV_eiRIRg_1,ANTIVAL,250,OUT,O,Binary Output,,,,,,,,,,,,,,,,
CC_ANTIV_KpFPSQ_1,ANTIVAL+,30,IN1,I,Binary Input 1,,,,,,,,,,,,,,,,
CC_ANTIV_KpFPSQ_1,ANTIVAL+,40,IN2,I,Binary Input 2,,,,,,,,,,,,,,,,
CC_ANTIV_KpFPSQ_1,ANTIVAL+,50,IN3,I,Binary Input 3,,,,,,,,,,,,,,,,
CC_ANTIV_KpFPSQ_1,ANTIVAL+,10,T_MON,I,Monitor Delay Time,,,,,,,,,,,,,,,,
CC_ANTIV_KpFPSQ_1,ANTIVAL+,20,BASE,I,Time Base,,,,,,,,,,,,,,,,
CC_ANTIV_KpFPSQ_1,ANTIVAL+,60,OUT,O,No Coincidence,,,,,,,,,,,,,,,,
CC_ANTIV_KpFPSQ_1,ANTIVAL+,70,FLT1,O,1 No Coincidence,,,,,,,,,,,,,,,,
CC_ANTIV_KpFPSQ_1,ANTIVAL+,80,FLT2,O,2 No Coincidence,,,,,,,,,,,,,,,,
CC_ANTIV_KpFPSQ_1,ANTIVAL+,90,FLT3,O,3 No Coincidence,,,,,,,,,,,,,,,,
CC_AO_HW_ek1zVA_1,AO_HW,140,IN,I,Analog Input Value,,,,,,,,,,,,,,,,
CC_AO_HW_ek1zVA_1,AO_HW,150,EXT_FLT,I,External Fault,,,,,,,,,,,,,,,,
CC_AO_HW_ek1zVA_1,AO_HW,160,UL,I,Upper Limit,,,,,,,,,,,,,,,,
CC_AO_HW_ek1zVA_1,AO_HW,170,LL,I,Lower Limit,,,,,,,,,,,,,,,,
CC_AO_HW_ek1zVA_1,AO_HW,180,EU,I,Engineering Units,,,,,,,,,,,,,,,,
CC_AO_HW_ek1zVA_1,AO_HW,190,SUB_VC,I,Substitution Value Current (0...3.6 mA),,,,,,,,,,,,,,,,
CC_AO_HW_ek1zVA_1,AO_HW,210,OUT,O,Output Value,,,,,,,,,,,,,,,,
CC_AO_HW_ek1zVA_1,AO_HW,220,NTRBL,O,NO TROUBLE,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,40,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,160,FLT1,I,Channel Fault 1,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,50,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,170,FLT2,I,Channel Fault 2,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,60,IN3,I,Input Value 3,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,180,FLT3,I,Channel Fault 3,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,70,IN4,I,Input Value 4,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,190,FLT4,I,Channel Fault 4,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,80,IN5,I,Input Value 5,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,200,FLT5,I,Channel Fault 5,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,90,IN6,I,Input Value 6,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,210,FLT6,I,Channel Fault 6,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,100,IN7,I,Input Value 7,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,220,FLT7,I,Channel Fault 7,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,110,IN8,I,Input Value 8,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,230,FLT8,I,Channel Fault 8,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,120,IN9,I,Input Value 9,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,240,FLT9,I,Channel Fault 9,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,130,IN10,I,Input Value 10,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,250,FLT10,I,Channel Fault 10,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,140,IN11,I,Input Value 11,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,260,FLT11,I,Channel Fault 11,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,150,IN12,I,Input Value 12,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,270,FLT12,I,Channel Fault 12,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,30,OUT,O,Output Average Value,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,20,SUM,O,Sum of valid Input Values,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,10,N,O,Number of valid Input Values,,,,,,,,,,,,,,,,
CC_AVER__B2ZERg_1,AVER_12,280,TRBL_AL,O,Trouble Alarm,,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,630,EN_AUTO,I,Enabling automatic function,,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,640,UP_DOWN,I,Travel UP and DOWN,,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,650,N_MAX,I,Maximum index,,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,660,N_MIN,I,Minmum index,,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,670,N,I,External index,,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,680,SET_N,I,Set index to N (External index),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,690,X01,I,Value X(1),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,700,X02,I,Value X(2),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,710,X03,I,Value X(3),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,720,X04,I,Value X(4),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,730,X05,I,Value X(5),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,740,X06,I,Value X(6),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,750,X07,I,Value X(7),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,760,X08,I,Value X(8),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,770,X09,I,Value X(9),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,780,X10,I,Value X(10),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,790,X11,I,Value X(11),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,800,X12,I,Value X(12),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,810,X13,I,Value X(13),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,820,X14,I,Value X(14),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,830,X15,I,Value X(15),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,840,X16,I,Value X(16),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,850,X17,I,Value X(17),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,860,X18,I,Value X(18),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,870,X19,I,Value X(19),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,880,X20,I,Value X(20),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,890,Y01,I,Value Y(1),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,900,Y02,I,Value Y(2),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,910,Y03,I,Value Y(3),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,920,Y04,I,Value Y(4),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,930,Y05,I,Value Y(5),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,940,Y06,I,Value Y(6),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,950,Y07,I,Value Y(7),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,960,Y08,I,Value Y(8),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,970,Y09,I,Value Y(9),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,980,Y10,I,Value Y(10),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,990,Y11,I,Value Y(11),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,1000,Y12,I,Value Y(12),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,1010,Y13,I,Value Y(13),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,1020,Y14,I,Value Y(14),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,1030,Y15,I,Value Y(15),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,1040,Y16,I,Value Y(16),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,1050,Y17,I,Value Y(17),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,1060,Y18,I,Value Y(18),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,1070,Y19,I,Value Y(19),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,1080,Y20,I,Value Y(20),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,1090,ACT_N,O,Active index,,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,1100,X_OUT,O,Indexed value = X ( ACT_N ),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,1110,Y_OUT,O,Indexed value = Y ( ACT_N ),,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,1120,TD_UP,O,Travelling Direction UP,,,,,,,,,,,,,,,,
CC_AXFR__6vkUVg_1,ANA_ARRAY,1130,TD_DOWN,O,Travelling Direction DOWN,,,,,,,,,,,,,,,,
CC_AXFR__bEPSUw_1,AXFR_4,10,IN_0,I,Analog Input 0 (no selection),,,,,,,,,,,,,,,,
CC_AXFR__bEPSUw_1,AXFR_4,20,IN_1,I,Analog Input 1,,,,,,,,,,,,,,,,
CC_AXFR__bEPSUw_1,AXFR_4,30,IN_2,I,Analog Input 2,,,,,,,,,,,,,,,,
CC_AXFR__bEPSUw_1,AXFR_4,40,IN_3,I,Analog Input 3,,,,,,,,,,,,,,,,
CC_AXFR__bEPSUw_1,AXFR_4,50,IN_4,I,Analog Input 4,,,,,,,,,,,,,,,,
CC_AXFR__bEPSUw_1,AXFR_4,60,SEL1,I,Select Analog Input 1,,,,,,,,,,,,,,,,
CC_AXFR__bEPSUw_1,AXFR_4,70,SEL2,I,Select Analog Input 2,,,,,,,,,,,,,,,,
CC_AXFR__bEPSUw_1,AXFR_4,80,SEL3,I,Select Analog Input 3,,,,,,,,,,,,,,,,
CC_AXFR__bEPSUw_1,AXFR_4,90,SEL4,I,Select Analog Input 4,,,,,,,,,,,,,,,,
CC_AXFR__bEPSUw_1,AXFR_4,100,OUT,O,Output value,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,10,BIT 0,I,BCD Input 0,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,20,BIT 1,I,BCD Input 1,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,30,BIT 2,I,BCD Input 2,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,40,BIT 3,I,BCD Input 3,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,50,OUT0,O,Binary Output 0,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,60,OUT1,O,Binary Output 1,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,70,OUT2,O,Binary Output 2,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,80,OUT3,O,Binary Output 3,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,90,OUT4,O,Binary Output 4,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,100,OUT5,O,Binary Output 5,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,110,OUT6,O,Binary Output 6,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,120,OUT7,O,Binary Output 7,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,130,OUT8,O,Binary Output 8,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,140,OUT9,O,Binary Output 9,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,150,OUT10,O,Binary Output 10,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,160,OUT11,O,Binary Output 11,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,170,OUT12,O,Binary Output 12,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,180,OUT13,O,Binary Output 13,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,190,OUT14,O,Binary Output 14,,,,,,,,,,,,,,,,
CC_BCD4__eWD0Tw_1,BCD4_B,200,OUT15,O,Binary Output 15,,,,,,,,,,,,,,,,
CC_BCD4__I170Tw_0,BCD4_R,10,BIT 0,I,BCD Input 0,,,,,,,,,,,,,,,,
CC_BCD4__I170Tw_0,BCD4_R,20,BIT 1,I,BCD Input 1,,,,,,,,,,,,,,,,
CC_BCD4__I170Tw_0,BCD4_R,30,BIT 2,I,BCD Input 2,,,,,,,,,,,,,,,,
CC_BCD4__I170Tw_0,BCD4_R,50,BIT 3,I,BCD Input 3,,,,,,,,,,,,,,,,
CC_BCD4__I170Tw_0,BCD4_R,70,UL,I,Upper Limit,,,,,,,,,,,,,,,,
CC_BCD4__I170Tw_0,BCD4_R,80,LL,I,Lower Limit,,,,,,,,,,,,,,,,
CC_BCD4__I170Tw_0,BCD4_R,90,EU,I,Engineering Unit,,,,,,,,,,,,,,,,
CC_BCD4__I170Tw_0,BCD4_R,100,OUT,O,Real Output,,,,,,,,,,,,,,,,
CC_BIN_E_HMY7Tw_1,BIN_EXT,1200,FB_OPEN,I,Feedback OPENED / RUNNING,,,,,,,,,,,,,,,,
CC_BIN_E_HMY7Tw_1,BIN_EXT,1210,FB_CLOSE,I,Feedback CLOSED / STOPPED,,,,,,,,,,,,,,,,
CC_BIN_E_HMY7Tw_1,BIN_EXT,1220,FB_TRBL,I,Feedback TROUBLE,,,,,,,,,,,,,,,,
CC_BIN_E_HMY7Tw_1,BIN_EXT,1280,SUB_OP,I,OPENED Substitution Value,,,,,,,,,,,,,,,,
CC_BIN_E_HMY7Tw_1,BIN_EXT,1290,SUBV_NOP,I,NOT OPENED Substitution Value,,,,,,,,,,,,,,,,
CC_BIN_E_HMY7Tw_1,BIN_EXT,1300,SUB_CL,I,CLOSED Substitution Value,,,,,,,,,,,,,,,,
CC_BIN_E_HMY7Tw_1,BIN_EXT,1310,SUBV_NCL,I,NOT CLOSED Substitution Value,,,,,,,,,,,,,,,,
CC_BIN_E_HMY7Tw_1,BIN_EXT,1230,OPENED,O,Status OPENED / RUNNING,,,,,,,,,,,,,,,,
CC_BIN_E_HMY7Tw_1,BIN_EXT,1240,NOPENED,O,Status NOT OPENED / NOT RUNNING,,,,,,,,,,,,,,,,
CC_BIN_E_HMY7Tw_1,BIN_EXT,1250,CLOSED,O,Status CLOSED / STOPPED,,,,,,,,,,,,,,,,
CC_BIN_E_HMY7Tw_1,BIN_EXT,1260,NCLOSED,O,Status NOT CLOSED / NOT STOPPED,,,,,,,,,,,,,,,,
CC_BIN_E_HMY7Tw_1,BIN_EXT,1270,TRBL_AL,O,Trouble Alarm,,,,,,,,,,,,,,,,
CC_CMD_F_OrnSVw_0,CMD_FB_1oo2,10,CMD,I,Reference Command,,,,,,,,,,,,,,,,
CC_CMD_F_OrnSVw_0,CMD_FB_1oo2,20,HW CMD,I,HW Command Feedback,,,,,,,,,,,,,,,,
CC_CMD_F_OrnSVw_0,CMD_FB_1oo2,30,TIME,I,Monitoring Delay Time,,,,,,,,,,,,,,,,
CC_CMD_F_OrnSVw_0,CMD_FB_1oo2,40,BASE,I,Time Base,,,,,,,,,,,,,,,,
CC_CMD_F_OrnSVw_0,CMD_FB_1oo2,50,CMD DEV,O,Command Deviation (ZV42),,,,,,,,,,,,,,,,
CC_CMD_F_OrnSVw_0,CMD_FB_1oo2,60,DIAG FLT,O,No Diagnostic Access to Valve Trip Module (ZV45),,,,,,,,,,,,,,,,
CC_CMD_F_Qop1UA_2,CMD_FB_2oo3,110,CMD,I,Reference Command,,,,,,,,,,,,,,,,
CC_CMD_F_Qop1UA_2,CMD_FB_2oo3,260,CMD1,I,Command 1,,,,,,,,,,,,,,,,
CC_CMD_F_Qop1UA_2,CMD_FB_2oo3,270,CMD2,I,Command 2,,,,,,,,,,,,,,,,
CC_CMD_F_Qop1UA_2,CMD_FB_2oo3,280,CMD3,I,Command 3,,,,,,,,,,,,,,,,
CC_CMD_F_Qop1UA_2,CMD_FB_2oo3,290,TIME,I,Monitoring Delay Time,,,,,,,,,,,,,,,,
CC_CMD_F_Qop1UA_2,CMD_FB_2oo3,230,BASE,I,Time Base,,,,,,,,,,,,,,,,
CC_CMD_F_Qop1UA_2,CMD_FB_2oo3,240,CMD DEV,O,Command Deviation (ZV44),,,,,,,,,,,,,,,,
CC_CMD_F_Qop1UA_2,CMD_FB_2oo3,250,DIAG FLT,O,No Diagnostic Access to Valve Trip Modules (ZV45),,,,,,,,,,,,,,,,
CC_CTRLS_GmZERg_2,CTRLSP,10,IN,I,Input Value,,,,,,,,,,,,,,,,
CC_CTRLS_GmZERg_2,CTRLSP,110,TB_RR,I,Time Base for Ramp Rate in sec,,,,,,,,,,,,,,,,
